"24","2011年01月24日","多云 /多云","17℃ / 10℃","东北风 3-4级 /东北风 3-4级"
"25","2011年01月25日","阴 /多云","16℃ / 11℃","东北风 3-4级 /东北风 3-4级"
"26","2011年01月26日","多云 /多云","18℃ / 11℃","东北风 3-4级 /东北风 3-4级"
"27","2011年01月27日","多云 /多云","18℃ / 13℃","东北风 3-4级 /东北风 3-4级"
"28","2011年01月28日","多云 /阴","19℃ / 9℃","东北风 3-4级 /东北风 4-5级"
"29","2011年01月29日","阴 /阴","15℃ / 8℃","东北风 4-5级 /东北风 4-5级"
"30","2011年01月30日","多云 /多云","15℃ / 7℃","东北风 4-5级 /东北风 4-5级"
"31","2011年01月31日","多云 /多云","16℃ / 10℃","东北风 3-4级 /东北风 3-4级"
"32","2011年02月01日","多云 /多云","18℃ / 11℃","东北风 3-4级 /东北风 3-4级"
"33","2011年02月02日","晴 /多云","19℃ / 11℃","东北风 微风 /东北风 3-4级"
"34","2011年02月03日","晴 /多云","19℃ / 12℃","东北风 3-4级 /东北风 3-4级"
"35","2011年02月04日","晴 /晴","21℃ / 12℃","东风 微风 /东北风 微风"
"36","2011年02月05日","晴 /晴","20℃ / 10℃","东风 3-4级 /东风 微风"
"37","2011年02月06日","晴 /晴","21℃ / 11℃","东风 微风 /东风 微风"
"38","2011年02月07日","晴 /多云","22℃ / 11℃","东风 3-4级 /东北风 微风"
"39","2011年02月08日","晴 /多云","22℃ / 14℃","东风 微风 /东风 微风"
"40","2011年02月09日","晴 /多云","23℃ / 14℃","东风 微风 /东风 3-4级"
"41","2011年02月10日","多云 /阴","20℃ / 13℃","东北风 3-4级 /东北风 3-4级"
"42","2011年02月11日","阴 /阴","17℃ / 11℃","东北风 3-4级 /东北风 4-5级"
"43","2011年02月12日","阴 /阴","15℃ / 10℃","东北风 3-4级 /东北风 3-4级"
"44","2011年02月13日","小雨 /小雨","14℃ / 9℃","东北风 3-4级 /东北风 3-4级"
"45","2011年02月14日","阴 /阴","13℃ / 8℃","东北风 4-5级 /东北风 3-4级"
"46","2011年02月15日","小到中雨 /小雨","13℃ / 9℃","东北风 3-4级 /东北风 3-4级"
"47","2011年02月16日","小雨 /阴","16℃ / 11℃","东风 微风 /东风 微风"
"48","2011年02月17日","阴 /阴","17℃ / 13℃","东风 微风 /东北风 3-4级"
"49","2011年02月18日","阴 /小雨","17℃ / 11℃","东北风 3-4级 /东北风 3-4级"
"50","2011年02月19日","小雨 /阴","15℃ / 11℃","东北风 3-4级 /东北风 3-4级"
"51","2011年02月20日","阴 /多云","17℃ / 12℃","东北风 3-4级 /东北风 3-4级"
"52","2011年02月21日","多云 /多云","19℃ / 13℃","东北风 3-4级 /东风 3-4级"
"53","2011年02月22日","多云 /多云","18℃ / 13℃","东北风 3-4级 /东风 ≤3级"
"54","2011年02月23日","多云 /多云","20℃ / 14℃","东风 ≤3级 /东风 ≤3级"
"55","2011年02月24日","多云 /多云","21℃ / 15℃","东风 ≤3级 /东风 ≤3级"
"56","2011年02月25日","多云 /多云","21℃ / 14℃","东北风 3-4级 /东北风 3-4级"
"57","2011年02月26日","多云 /多云","22℃ / 15℃","东北风 3-4级 /东风 ≤3级"
"58","2011年02月27日","晴 /多云","24℃ / 15℃","东风 ≤3级 /东风 ≤3级"
"59","2011年02月28日","晴 /晴","24℃ / 16℃","东南风 ≤3级 /东南风 ≤3级"
"60","2011年03月01日","多云 /多云","21℃ / 13℃","东北风 3-4级 /东北风 3-4级"
"61","2011年03月02日","多云 /多云","20℃ / 13℃","东北风 3-4级 /东北风 3-4级"
"62","2011年03月03日","多云 /阴","19℃ / 12℃","东北风 3-4级 /东北风 3-4级"
"63","2011年03月04日","多云 /多云","18℃ / 11℃","东北风 3-4级 /东北风 3-4级"
"64","2011年03月05日","多云 /多云","19℃ / 14℃","东北风 3-4级 /东风 ≤3级"
"65","2011年03月06日","多云 /阴","20℃ / 15℃","东南风 ≤3级 /东风 ≤3级"
"66","2011年03月07日","小雨 /小雨","18℃ / 13℃","东北风 3-4级 /东北风 4-5级"
"67","2011年03月08日","多云 /多云","17℃ / 12℃","东北风 3-4级 /东北风 3-4级"
"68","2011年03月09日","阴 /阴","18℃ / 13℃","东北风 3-4级 /东北风 3-4级"
"69","2011年03月10日","阴 /多云","20℃ / 15℃","东北风 3-4级 /东北风 3-4级"
"70","2011年03月11日","多云 /多云","20℃ / 14℃","东北风 3-4级 /东北风 3-4级"
"71","2011年03月12日","多云 /多云","20℃ / 16℃","东风 ≤3级 /东风 ≤3级"
"72","2011年03月13日","多云 /多云","22℃ / 16℃","东风 ≤3级 /东风 ≤3级"
"73","2011年03月14日","晴 /多云","24℃ / 16℃","东风 ≤3级 /东风 ≤3级"
"74","2011年03月15日","阴 /阴","19℃ / 11℃","东北风 4-5级 /北风 4-5级"
"75","2011年03月16日","阴 /阴","15℃ / 12℃","东北风 4-5级 /东北风 3-4级"
"76","2011年03月17日","多云 /多云","18℃ / 13℃","东北风 3-4级 /东北风 3-4级"
"77","2011年03月18日","小雨 /小雨","16℃ / 13℃","东风 3-4级 /东风 ≤3级"
"78","2011年03月19日","小雨 /小雨","18℃ / 14℃","东风 ≤3级 /东南风 ≤3级"
"79","2011年03月20日","阴 /多云","23℃ / 18℃","东南风 ≤3级 /南风 ≤3级"
"80","2011年03月21日","多云 /小雨","26℃ / 15℃","南风 3-4级 /北风 4-5级"
"81","2011年03月22日","小雨 /阴","16℃ / 12℃","北风 4-5级 /东北风 4-5级"
"82","2011年03月23日","阴 /阴","15℃ / 12℃","东北风 4-5级 /东北风 4-5级"
"83","2011年03月24日","阴 /阴","18℃ / 13℃","东北风 4-5级 /东北风 4-5级"
"84","2011年03月25日","多云 /多云","19℃ / 13℃","东北风 4-5级 /东北风 4-5级"
"85","2011年03月26日","阴 /阴","19℃ / 12℃","东北风 4-5级 /东北风 3-4级"
"86","2011年03月27日","阴 /阴","17℃ / 12℃","东北风 4-5级 /东北风 4-5级"
"87","2011年03月28日","多云 /多云","21℃ / 13℃","东北风 3-4级 /东北风 3-4级"
"88","2011年03月29日","晴 /阴","21℃ / 13℃","东北风 3-4级 /东北风 3-4级"
"89","2011年03月30日","阴 /多云","21℃ / 15℃","东北风 3-4级 /东北风 3-4级"
"90","2011年03月31日","多云 /多云","21℃ / 15℃","东北风 3-4级 /东风 ≤3级"
"91","2011年04月01日","多云 /晴","23℃ / 15℃","东风 ≤3级 /东北风 ≤3级"
"92","2011年04月02日","晴 /晴","26℃ / 16℃","东风 ≤3级 /东北风 ≤3级"
"93","2011年04月03日","多云 /阴","25℃ / 15℃","东风 ≤3级 /东北风 3-4级"
"94","2011年04月04日","阴 /阴","20℃ / 14℃","东北风 3-4级 /东北风 3-4级"
"95","2011年04月05日","多云 /多云","21℃ / 14℃","东北风 3-4级 /东北风 3-4级"
"96","2011年04月06日","多云 /多云","23℃ / 16℃","东北风 3-4级 /东风 ≤3级"
"97","2011年04月07日","晴 /晴","24℃ / 17℃","东风 ≤3级 /东风 ≤3级"
"98","2011年04月08日","晴 /多云","27℃ / 16℃","东风 ≤3级 /东北风 3-4级"
"99","2011年04月09日","多云 /晴","25℃ / 17℃","东北风 3-4级 /东北风 ≤3级"
"100","2011年04月10日","晴 /晴","27℃ / 17℃","东北风 ≤3级 /东风 ≤3级"
"101","2011年04月11日","多云 /多云","27℃ / 17℃","东风 ≤3级 /东北风 3-4级"
"102","2011年04月12日","阴 /多云","23℃ / 17℃","东北风 3-4级 /东北风 3-4级"
"103","2011年04月13日","晴 /多云","25℃ / 18℃","东北风 ≤3级 /东南风 ≤3级"
"104","2011年04月14日","晴 /晴","27℃ / 19℃","东南风 ≤3级 /南风 ≤3级"
"105","2011年04月15日","晴 /晴","30℃ / 21℃","南风 ≤3级 /南风 ≤3级"
"106","2011年04月16日","多云 /阵雨","30℃ / 21℃","西南风 ≤3级 /西南风 ≤3级"
"107","2011年04月17日","阵雨 /中到大雨","25℃ / 19℃","东北风 3-4级 /东北风 3-4级"
"108","2011年04月18日","多云 /多云","27℃ / 18℃","东北风 3-4级 /东北风 3-4级"
"109","2011年04月19日","晴 /晴","27℃ / 16℃","东北风 3-4级 /东北风 3-4级"
"110","2011年04月20日","晴 /晴","26℃ / 17℃","东北风 3-4级 /东北风 ≤3级"
"111","2011年04月21日","多云 /多云","26℃ / 19℃","东风 ≤3级 /东南风 ≤3级"
"112","2011年04月22日","阵雨 /雷阵雨","27℃ / 20℃","西南风 3-4级 /西南风 3-4级"
"113","2011年04月23日","多云 /多云","25℃ / 18℃","东北风 3-4级 /东北风 3-4级"
"114","2011年04月24日","晴 /多云","26℃ / 18℃","东北风 3-4级 /东风 ≤3级"
"115","2011年04月25日","多云 /多云","28℃ / 19℃","南风 ≤3级 /南风 ≤3级"
"116","2011年04月26日","多云 /多云","29℃ / 19℃","南风 ≤3级 /西南风 ≤3级"
"117","2011年04月27日","多云 /多云","30℃ / 21℃","西南风 ≤3级 /西南风 ≤3级"
"118","2011年04月28日","多云 /阴","27℃ / 19℃","东北风 3-4级 /东风 3-4级"
"119","2011年04月29日","阵雨 /阵雨","26℃ / 20℃","东风 ≤3级 /东风 ≤3级"
"120","2011年04月30日","阵雨 /多云","27℃ / 21℃","南风 ≤3级 /南风 ≤3级"
"121","2011年05月01日","阵雨 /阵雨","28℃ / 22℃","南风 ≤3级 /南风 ≤3级"
"122","2011年05月02日","阴 /阴","28℃ / 22℃","东南风 ≤3级 /东南风 ≤3级"
"123","2011年05月03日","阵雨 /阵雨","26℃ / 19℃","南风 ≤3级 /东风 ≤3级"
"124","2011年05月04日","阵雨 /阵雨","23℃ / 19℃","东北风 3-4级 /东风 3-4级"
"125","2011年05月05日","阵雨 /阴","24℃ / 21℃","东风 ≤3级 /东南风 ≤3级"
"126","2011年05月06日","阴 /阴","27℃ / 22℃","南风 ≤3级 /南风 ≤3级"
"127","2011年05月07日","阴 /多云","31℃ / 24℃","南风 ≤3级 /南风 ≤3级"
"128","2011年05月08日","多云 /多云","30℃ / 23℃","东南风 ≤3级 /东风 ≤3级"
"129","2011年05月09日","多云 /多云","31℃ / 24℃","东风 ≤3级 /南风 3-4级"
"130","2011年05月10日","晴 /多云","32℃ / 24℃","南风 ≤3级 /西南风 ≤3级"
"131","2011年05月11日","多云 /阵雨","33℃ / 26℃","西南风 ≤3级 /西南风 ≤3级"
"132","2011年05月12日","雷阵雨 /中雨","33℃ / 24℃","西南风 ≤3级 /南风 ≤3级"
"133","2011年05月13日","中雨 /中雨","29℃ / 21℃","东北风 3-4级 /东北风 3-4级"
"134","2011年05月14日","阵雨 /阵雨","25℃ / 21℃","东北风 3-4级 /东北风 3-4级"
"135","2011年05月15日","阴 /阵雨","26℃ / 21℃","东风 ≤3级 /东风 ≤3级"
"136","2011年05月16日","中雨 /中到大雨","26℃ / 21℃","东风 ≤3级 /东南风 3-4级"
"137","2011年05月17日","阵雨 /多云","25℃ / 21℃","东风 ≤3级 /东风 ≤3级"
"138","2011年05月18日","晴 /晴","29℃ / 21℃","东风 ≤3级 /东风 ≤3级"
"139","2011年05月19日","晴 /多云","29℃ / 22℃","东风 ≤3级 /东风 ≤3级"
"140","2011年05月20日","多云 /多云","29℃ / 23℃","东南风 ≤3级 /东南风 ≤3级"
"141","2011年05月21日","多云 /多云","29℃ / 24℃","东南风 ≤3级 /东南风 ≤3级"
"142","2011年05月22日","阵雨 /暴雨","28℃ / 23℃","东南风 ≤3级 /东风 3-4级"
"143","2011年05月23日","暴雨 /阵雨","25℃ / 23℃","东风 3-4级 /东风 ≤3级"
"144","2011年05月24日","多云 /阴","25℃ / 20℃","东北风 3-4级 /东北风 3-4级"
"145","2011年05月25日","阴 /多云","26℃ / 22℃","东北风 3-4级 /东北风 ≤3级"
"146","2011年05月26日","多云 /多云","28℃ / 23℃","东北风 ≤3级 /东北风 ≤3级"
"147","2011年05月27日","晴 /晴","31℃ / 24℃","东北风 3-4级 /东北风 3-4级"
"148","2011年05月28日","晴 /晴","33℃ / 22℃","东北风 3-4级 /东北风 3-4级"
"149","2011年05月29日","晴 /晴","30℃ / 22℃","东北风 3-4级 /东北风 3-4级"
"150","2011年05月30日","晴 /晴","29℃ / 23℃","东风 3-4级 /东风 ≤3级"
"151","2011年05月31日","多云 /阵雨","30℃ / 22℃","东南风 ≤3级 /东风 ≤3级"
"152","2011年06月01日","阵雨 /阵雨","28℃ / 24℃","东北风 3-4级 /东风 ≤3级"
"153","2011年06月02日","多云 /多云","29℃ / 23℃","东南风 ≤3级 /东南风 ≤3级"
"154","2011年06月03日","多云 /多云","29℃ / 25℃","南风 ≤3级 /南风 ≤3级"
"155","2011年06月04日","多云 /多云","29℃ / 25℃","南风 ≤3级 /南风 ≤3级"
"156","2011年06月05日","多云 /多云","31℃ / 25℃","南风 ≤3级 /南风 ≤3级"
"157","2011年06月06日","多云 /多云","32℃ / 27℃","南风 ≤3级 /西南风 ≤3级"
"158","2011年06月07日","多云 /多云","33℃ / 27℃","西南风 ≤3级 /西南风 ≤3级"
"159","2011年06月08日","多云 /多云","33℃ / 26℃","西南风 ≤3级 /西南风 ≤3级"
"160","2011年06月09日","多云 /多云","33℃ / 26℃","南风 ≤3级 /南风 ≤3级"
"161","2011年06月10日","阵雨 /阵雨","31℃ / 26℃","东南风 3-4级 /东南风 3-4级"
"162","2011年06月11日","大到暴雨 /阵雨","29℃ / 26℃","无持续风向 6-7级 /南风 3-4级"
"163","2011年06月12日","中雨 /阵雨","30℃ / 25℃","南风 ≤3级 /南风 3-4级"
"164","2011年06月13日","多云 /多云","32℃ / 26℃","南风 ≤3级 /南风 ≤3级"
"165","2011年06月14日","阵雨 /多云","32℃ / 27℃","南风 3-4级 /南风 ≤3级"
"166","2011年06月15日","多云 /阵雨","33℃ / 26℃","南风 ≤3级 /南风 ≤3级"
"167","2011年06月16日","阵雨 /中雨","30℃ / 26℃","东南风 3-4级 /东南风 3-4级"
"168","2011年06月17日","阵雨 /阵雨","30℃ / 26℃","东南风 3-4级 /东南风 3-4级"
"169","2011年06月18日","多云 /多云","33℃ / 27℃","南风 ≤3级 /东南风 ≤3级"
"170","2011年06月19日","多云 /多云","33℃ / 27℃","东南风 ≤3级 /东南风 ≤3级"
"171","2011年06月20日","多云 /多云","33℃ / 27℃","东南风 ≤3级 /东风 3-4级"
"172","2011年06月21日","雷阵雨 /阵雨","32℃ / 27℃","东风 4-5级 /东风 4-5级"
"173","2011年06月22日","大雨 /暴雨","29℃ / 25℃","东南风 4-5级 /东南风 5-6级"
"174","2011年06月23日","阵雨 /多云","31℃ / 26℃","东南风 4-5级 /东南风 3-4级"
"175","2011年06月24日","多云 /多云","33℃ / 26℃","东风 3-4级 /西北风 3-4级"
"176","2011年06月25日","阵雨 /多云","33℃ / 27℃","西南风 3-4级 /西南风 3-4级"
"177","2011年06月26日","阵雨 /阵雨","32℃ / 26℃","西南风 3-4级 /南风 3-4级"
"178","2011年06月27日","雷阵雨 /中雨","32℃ / 26℃","南风 3-4级 /南风 3-4级"
"179","2011年06月28日","中雨 /暴雨","31℃ / 25℃","南风 3-4级 /南风 3-4级"
"180","2011年06月29日","中到大雨 /中雨","30℃ / 25℃","南风 3-4级 /南风 3-4级"
"181","2011年06月30日","阵雨 /多云","30℃ / 26℃","南风 3-4级 /南风 3-4级"
"182","2011年07月01日","多云 /多云","32℃ / 27℃","南风 ≤3级 /南风 ≤3级"
"183","2011年07月02日","多云 /晴","32℃ / 27℃","南风 ≤3级 /西南风 ≤3级"
"184","2011年07月03日","晴 /晴","33℃ / 26℃","南风 ≤3级 /西南风 ≤3级"
"185","2011年07月04日","晴 /晴","33℃ / 27℃","南风 ≤3级 /西南风 ≤3级"
"186","2011年07月05日","晴 /晴","35℃ / 26℃","南风 ≤3级 /西南风 ≤3级"
"187","2011年07月06日","晴 /多云","33℃ / 26℃","南风 ≤3级 /西南风 ≤3级"
"188","2011年07月07日","晴 /晴","33℃ / 27℃","西南风 ≤3级 /西南风 ≤3级"
"189","2011年07月08日","晴 /晴","35℃ / 27℃","西南风 ≤3级 /西南风 ≤3级"
"190","2011年07月09日","晴 /多云","34℃ / 27℃","西南风 ≤3级 /西南风 ≤3级"
"191","2011年07月10日","雷阵雨 /阵雨","32℃ / 26℃","南风 3-4级 /南风 3-4级"
"192","2011年07月11日","暴雨 /阵雨","30℃ / 26℃","南风 3-4级 /东南风 3-4级"
"193","2011年07月12日","雷阵雨 /阵雨","30℃ / 26℃","南风 ≤3级 /南风 ≤3级"
"194","2011年07月13日","多云 /阵雨","31℃ / 26℃","东风 ≤3级 /东南风 ≤3级"
"195","2011年07月14日","阵雨 /中雨","31℃ / 25℃","东南风 ≤3级 /东风 ≤3级"
"196","2011年07月15日","暴雨 /暴雨","29℃ / 25℃","东南风 3-4级 /南风 3-4级"
"197","2011年07月16日","大雨 /大雨","28℃ / 25℃","南风 3-4级 /南风 3-4级"
"198","2011年07月17日","中雨 /中雨","29℃ / 25℃","南风 3-4级 /南风 3-4级"
"199","2011年07月18日","中雨 /阵雨","31℃ / 26℃","南风 3-4级 /西南风 3-4级"
"200","2011年07月19日","阵雨 /中雨","31℃ / 26℃","西南风 ≤3级 /西南风 3-4级"
"201","2011年07月20日","中到大雨 /阵雨","30℃ / 26℃","西南风 3-4级 /西南风 3-4级"
"202","2011年07月21日","阵雨 /多云","31℃ / 26℃","西南风 ≤3级 /南风 ≤3级"
"203","2011年07月22日","多云 /多云","33℃ / 26℃","南风 ≤3级 /南风 ≤3级"
"204","2011年07月23日","多云 /晴","34℃ / 27℃","南风 ≤3级 /南风 ≤3级"
"205","2011年07月24日","晴 /晴","34℃ / 27℃","西南风 ≤3级 /西南风 ≤3级"
"206","2011年07月25日","晴 /晴","35℃ / 27℃","西南风 ≤3级 /西南风 ≤3级"
"207","2011年07月26日","多云 /多云","33℃ / 27℃","南风 ≤3级 /东南风 ≤3级"
"208","2011年07月27日","多云 /多云","33℃ / 26℃","东南风 ≤3级 /东北风 3-4级"
"209","2011年07月28日","多云 /阵雨","35℃ / 26℃","东北风 3-4级 /东风 3-4级"
"210","2011年07月29日","阵雨 /阵雨","31℃ / 26℃","东南风 3-4级 /东南风 ≤3级"
"211","2011年07月30日","阵雨 /多云","32℃ / 26℃","东南风 ≤3级 /南风 ≤3级"
"212","2011年07月31日","多云 /多云","33℃ / 26℃","南风 ≤3级 /南风 ≤3级"
"213","2011年08月01日","晴 /多云","35℃ / 27℃","东南风 ≤3级 /东风 ≤3级"
"214","2011年08月02日","晴 /晴","35℃ / 27℃","东南风 ≤3级 /北风 ≤3级"
"215","2011年08月03日","晴 /晴","35℃ / 28℃","东南风 ≤3级 /北风 ≤3级"
"216","2011年08月04日","晴 /多云","34℃ / 27℃","西风 ≤3级 /西风 ≤3级"
"217","2011年08月05日","多云 /多云","33℃ / 27℃","西南风 ≤3级 /西风 ≤3级"
"218","2011年08月06日","多云 /多云","33℃ / 27℃","西南风 ≤3级 /西南风 3-4级"
"219","2011年08月07日","多云 /多云","35℃ / 27℃","西南风 ≤3级 /西南风 ≤3级"
"220","2011年08月08日","雷阵雨 /多云","33℃ / 27℃","西南风 ≤3级 /东南风 ≤3级"
"221","2011年08月09日","雷阵雨 /阵雨","32℃ / 26℃","东南风 ≤3级 /南风 3-4级"
"222","2011年08月10日","阵雨 /阵雨","31℃ / 26℃","东南风 ≤3级 /东南风 ≤3级"
"223","2011年08月11日","多云 /多云","33℃ / 27℃","南风 ≤3级 /南风 ≤3级"
"224","2011年08月12日","多云 /多云","35℃ / 26℃","南风 ≤3级 /南风 ≤3级"
"225","2011年08月13日","晴 /多云","35℃ / 27℃","南风 ≤3级 /南风 ≤3级"
"226","2011年08月14日","晴 /多云","35℃ / 27℃","南风 ≤3级 /南风 ≤3级"
"227","2011年08月15日","晴 /晴","33℃ / 26℃","南风 ≤3级 /南风 ≤3级"
"228","2011年08月16日","晴 /晴","35℃ / 27℃","南风 ≤3级 /南风 ≤3级"
"229","2011年08月17日","多云 /多云","33℃ / 27℃","南风 ≤3级 /南风 ≤3级"
"230","2011年08月18日","多云 /多云","33℃ / 27℃","东南风 ≤3级 /东风 ≤3级"
"231","2011年08月19日","多云 /雷阵雨","33℃ / 27℃","东南风 ≤3级 /东南风 ≤3级"
"232","2011年08月20日","多云 /多云","33℃ / 27℃","东风 ≤3级 /东南风 ≤3级"
"233","2011年08月21日","晴 /晴","35℃ / 27℃","东南风 ≤3级 /东南风 ≤3级"
"234","2011年08月22日","晴 /多云","35℃ / 27℃","东南风 ≤3级 /南风 ≤3级"
"235","2011年08月23日","多云 /多云","33℃ / 27℃","北风 ≤3级 /东北风 ≤3级"
"236","2011年08月24日","多云 /阵雨","33℃ / 27℃","南风 ≤3级 /南风 ≤3级"
"237","2011年08月25日","多云 /多云","33℃ / 26℃","西北风 ≤3级 /北风 ≤3级"
"238","2011年08月26日","多云 /多云","33℃ / 27℃","北风 ≤3级 /北风 ≤3级"
"239","2011年08月27日","多云 /多云","35℃ / 28℃","北风 ≤3级 /北风 ≤3级"
"240","2011年08月28日","多云 /雷阵雨","35℃ / 26℃","北风 3-4级 /西北风 3-4级"
"241","2011年08月29日","雷阵雨 /雷阵雨","33℃ / 25℃","西北风 4-5级 /西北风 4-5级"
"242","2011年08月30日","中到大雨 /中到大雨","30℃ / 25℃","西风 4-5级 /西风 4-5级"
"243","2011年08月31日","中雨 /中到大雨","29℃ / 25℃","西风 3-4级 /西风 3-4级"
"244","2011年09月01日","中雨 /阵雨","29℃ / 25℃","西南风 3-4级 /南风 ≤3级"
"245","2011年09月02日","小到中雨 /阵雨","31℃ / 26℃","南风 ≤3级 /东南风 ≤3级"
"246","2011年09月03日","阵雨 /多云","31℃ / 26℃","东南风 ≤3级 /东南风 ≤3级"
"247","2011年09月04日","多云 /多云","32℃ / 26℃","东南风 ≤3级 /东南风 ≤3级"
"248","2011年09月05日","多云 /多云","32℃ / 25℃","东南风 ≤3级 /东风 ≤3级"
"249","2011年09月06日","多云 /多云","32℃ / 26℃","东风 ≤3级 /东风 ≤3级"
"250","2011年09月07日","多云 /多云","32℃ / 26℃","东南风 ≤3级 /东南风 ≤3级"
"251","2011年09月08日","多云 /多云","32℃ / 26℃","东南风 ≤3级 /东风 ≤3级"
"252","2011年09月09日","晴 /多云","32℃ / 26℃","东风 ≤3级 /东风 ≤3级"
"253","2011年09月10日","晴 /多云","33℃ / 26℃","东北风 3-4级 /东北风 3-4级"
"254","2011年09月11日","晴 /晴","31℃ / 26℃","东北风 3-4级 /东北风 3-4级"
"255","2011年09月12日","晴 /晴","33℃ / 26℃","东北风 ≤3级 /东北风 3-4级"
"256","2011年09月13日","多云 /多云","32℃ / 26℃","东北风 ≤3级 /东风 ≤3级"
"257","2011年09月14日","多云 /晴","32℃ / 26℃","东风 ≤3级 /东北风 ≤3级"
"258","2011年09月15日","晴 /多云","33℃ / 27℃","东北风 ≤3级 /东北风 3-4级"
"259","2011年09月16日","多云 /多云","32℃ / 26℃","东风 ≤3级 /东风 ≤3级"
"260","2011年09月17日","多云 /晴","32℃ / 26℃","东风 ≤3级 /东北风 ≤3级"
"261","2011年09月18日","晴 /多云","32℃ / 25℃","东风 ≤3级 /东北风 3-4级"
"262","2011年09月19日","多云 /多云","30℃ / 24℃","东北风 3-4级 /东北风 3-4级"
"263","2011年09月20日","多云 /阴","30℃ / 23℃","东北风 3-4级 /东北风 3-4级"
"264","2011年09月21日","多云 /阴","29℃ / 23℃","东北风 3-4级 /东北风 3-4级"
"265","2011年09月22日","多云 /多云","29℃ / 24℃","东北风 3-4级 /东北风 3-4级"
"266","2011年09月23日","多云 /多云","29℃ / 23℃","东风 3-4级 /东北风 3-4级"
"267","2011年09月24日","多云 /阴","29℃ / 23℃","东北风 3-4级 /东北风 3-4级"
"268","2011年09月25日","阴 /多云","30℃ / 24℃","东北风 3-4级 /东北风 3-4级"
"269","2011年09月26日","多云 /多云","31℃ / 26℃","东北风 3-4级 /东北风 3-4级"
"270","2011年09月27日","晴 /多云","32℃ / 25℃","东北风 3-4级 /东北风 3-4级"
"271","2011年09月28日","多云 /阵雨","33℃ / 25℃","东北风 3-4级 /东北风 4-5级"
"272","2011年09月29日","中到大雨 /阵雨","29℃ / 26℃","东风 4-5级 /东风 4-5级"
"273","2011年09月30日","多云 /阴","30℃ / 25℃","东风 ≤3级 /东北风 3-4级"
"274","2011年10月01日","多云 /阴","30℃ / 24℃","东北风 3-4级 /东北风 4-5级"
"275","2011年10月02日","多云 /阵雨","27℃ / 21℃","东北风 5-6级 /东北风 4-5级"
"276","2011年10月03日","阵雨 /阵雨","27℃ / 21℃","东北风 4-5级 /东北风 5-6级"
"277","2011年10月04日","阴 /多云","27℃ / 23℃","东北风 4-5级 /东北风 3-4级"
"278","2011年10月05日","多云 /多云","28℃ / 23℃","东北风 3-4级 /东北风 3-4级"
"279","2011年10月06日","多云 /多云","29℃ / 23℃","东北风 3-4级 /东北风 3-4级"
"280","2011年10月07日","多云 /多云","28℃ / 23℃","东北风 3-4级 /东北风 3-4级"
"281","2011年10月08日","晴 /多云","29℃ / 23℃","东北风 3-4级 /东北风 3-4级"
"282","2011年10月09日","多云 /多云","30℃ / 24℃","东北风 3-4级 /东北风 3-4级"
"283","2011年10月10日","阵雨 /小到中雨","30℃ / 24℃","东风 3-4级 /东北风 3-4级"
"284","2011年10月11日","阵雨 /阵雨","28℃ / 24℃","东风 3-4级 /东风 3-4级"
"285","2011年10月12日","阵雨 /阵雨","28℃ / 24℃","东风 3-4级 /东风 3-4级"
